society,price,facing,agePossession,nearbyLocations,rating,property_type,area,area_sqft,rate_per_sqft,floor_number,total_floors,bedroom_num,bathroom_num,balcony_num,feature_count,furnish_count,is_high_value
private house,705.0,North-East,1 to 5 Year Old,"['Iffco chowk metro station', 'Mg road metro station', 'Icici bank ATM', 'Standard chartered ATM', 'Kotak mahindra bank ATM', 'Punjab national bank ATM', 'Umkal Hospital', 'Sitaram Bhartia', 'Sidhesh Hospital Gurgaon', 'Max Hospital', 'Privat Hospital', 'Dr. Kutbuddin Akbary', 'Axis bank', 'Indusind bank', 'Abn amro bank', 'DT Cinemas', 'PVR Metropolitan', 'DT Cinemas', 'Pizza Hut', 'Barbecue Grill', 'Roots', 'CCD', 'Drunken Monkey', 'Belgian Waffle', 'Naveidyam', 'Starbucks', 'Blue Tokai Coffee Roasters', 'Dighent cafe', 'Fat', 'Nowhere Brewpub and cafe', 'The Chicken Boat', 'MoB Ministory of Beer', 'Park Baluchi', 'Bikanervala', 'Beer & Whisky Bar', 'Gravity Space Bar', 'Black Mambaa', 'Balaji Vegetarian Paradise', 'KFC', 'Gola Sizzles', 'The Oriental Bloom Chinese and Thai', 'Zura', 'NutrioBox Gurugram', 'distillery', 'Pan Bangkok', ""McDonald's"", 'Bahrisons library', 'Ncr library']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']",house,(140 sq.m.) Plot Area,1502.97732,46906.0,,,18.0,18.0,3.0,0,0,1
,450.0,South,1 to 5 Year Old,"['Hanuman Mandir', 'Rajiv Chowk Mosque', 'Rama Hospital & Nursing Home', 'Pasricha Hospital and Maternity Home', 'Nangia Hospital Ent and Maternity', 'Shubham Hospital Gurgaon', 'Sethi Hospital Gurgaon', 'Vinayak Hospital Gurgaon', 'Tirath Ram Hospitals Pvt Ltd', 'Parashar Hospital', 'Kathuria Hospital', 'Thakral Nursing and Maternity Home', 'Aarvy Hospital', 'Lal Superspeciality Hospital', 'Shri Gobind Hospital', 'Sharma Hospital Gurgaon', 'Dr. Ajay S. Gupta Clinic', 'Satyam Hospital Gurgaon', 'Rajendra Hospital', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Smile Plus Dental Clinic', 'Swastik Maternity and Medical Centre', 'My Care Clinic', 'Shiv Mahima Patient Care Bureau', 'Triveni Hospital Gurgaon', 'M.S Hospital', 'Navjeevan Hospital and Maternity Centre', 'Dev Man Kathuria Clinic', 'Bindal Clinic', 'Mangalam Hospital and Heart Centre Gurgaon', 'Gupta Hospital Gurgaon', 'Chiranjiv Hospital', 'Dr. Madan Clinic', 'Rachna Dental Clinic', 'Dr. Sandeep Chauhan', 'Ankur Clinic and Maternity Home', 'Pushpanjali Hospital', 'Verma E.N.T. Hospital', 'Ahooja Eye and Dental Institute Hospital', 'Nova Care Clinic', 'Pushpanjali Hospital Gurgaon', 'Lall Eye Care Centre', 'Dental Health Centre', 'Road and Traffic Authority', 'Gurgaon Election Commission', 'IBP Petrol Station', 'Indian Oil', 'Punjab national bank', 'govt sec school', 'District library gurgaon']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']",house,(167 sq.m.) Plot Area,1800.0637199999999,25000.0,,,16.0,16.0,3.0,0,0,1
,369.0,East,5 to 10 Year Old,"['Icici bank ATM', 'State bank of india ATM', 'Axis bank ATM', 'Icici ATM', 'Citi bank ATM', 'Axis bank ATM', 'Hdfc ATM', 'Hdfc bank ATM', 'State bank of india ATM', 'Axis bank ATM', 'Shivam Hospital Gurgaon', 'Dispencery', 'Ahmed Hospital Multi Speciality', 'Dayal Eye & Maternity Centre', 'Bansal Medicare and Maternity Centre', 'Centre For Sight Gurgaon Sector 29', 'Medanta', 'Pushpanjali Hospital', 'Pushpanjali Hospital Gurgaon', 'Kalyani Hospital Gurgaon', 'Gardian Pharmacy', 'City Medical', 'Gardian Pharmacy', 'Pernod Ricard Charitable Dispensary', 'IBP Petrol Pump', 'Hdfc bank', 'State bank of india sbi', 'Fast food', 'Fast Food', 'Bar and restaurant', 'Om Sweets', 'Cafe Coffee Day', '32nd Milestone', 'Raj Restaurant', 'Darbar', 'Dhabba', 'KFC', 'Pizza Hut', 'Spaghetti Kitchen & Bar', ""Hops 'N' Brew"", 'Tocpao', ""Domino's Pizza"", ""McDonald's"", 'CR Model Public School', 'St. Angels Jr', 'Salvan Public School', 'School of Inspired Leadership SOIL', 'Manav Rachna School', 'Manav Rachna Swimming Pool']","['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']",house,(145 sq.m.) Plot Area,1557.0126,23699.0,,,4.0,4.0,2.0,0,0,1
,250.0,West,1 to 5 Year Old,"['Huda city centre metro station', 'Sector 42-43 metro station', 'New Life Church', 'Hanuman Mandir', 'Rbs ATM', 'Hdfc ATM', 'Hdfc bank ATM', 'Standard chartered ATM', 'Kotak mahindra bank ATM', 'Standard chartered ATM', 'Gupta', 'Paras Hospital Gurgaon', 'Max Hospital', 'Arihant Hospital', 'Dr. Kutbuddin Akbary', 'Dr. Naval Mendiratta', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Sitaram Bhartia', 'Guardian Pharmacy', 'Chikitsa', 'Bharat petroleum', 'Icici bank', 'Hdfc bank', 'Axis bank', 'Balaji Vegetarian Paradise', 'The Chicken Boat', 'PWO house', 'Naveidyam', 'Starbucks', 'Blue Tokai Coffee Roasters', 'CCD', 'Drunken Monkey', 'Belgian Waffle', 'Fat', 'Nowhere Brewpub and cafe', 'Dighent cafe', 'Sagar Ratna', 'Cafe Tonini', 'Shophouse by Kylin', ""Carl's Jr."", 'Starbucks', 'Pizza Hut', 'Stones2milestones', 'School of Inspired Leadership SOIL', 'Ncr library', 'Bahrisons library']","['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']",house,(89 sq.m.) Plot Area,963.05508,25960.0,,,7.0,7.0,3.0,0,0,1
,550.0,South-West,10+ Year Old,"['Huda city centre metro station', 'Sector 42-43 metro station', 'Hanuman Mandir', 'New Life Church', 'Hdfc ATM', 'Rbs ATM', 'Hdfc bank ATM', 'Standard chartered ATM', 'Kotak mahindra bank ATM', 'Standard chartered ATM', 'Gupta', 'Paras Hospital Gurgaon', 'Arihant Hospital', 'Dr. Naval Mendiratta', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Dr. Kutbuddin Akbary', 'Max Hospital', 'Sitaram Bhartia', 'Marwah Clinic', 'Guardian Pharmacy', 'Chikitsa', 'Bharat petroleum', 'Icici bank', 'Hdfc bank', 'Axis bank', 'PWO house', 'Balaji Vegetarian Paradise', 'The Chicken Boat', 'Naveidyam', 'Sagar Ratna', 'Cafe Tonini', 'Shophouse by Kylin', ""Carl's Jr."", 'Starbucks', 'Starbucks', 'Blue Tokai Coffee Roasters', 'CCD', 'Drunken Monkey', 'Belgian Waffle', 'Fat', 'Nowhere Brewpub and cafe', 'Dighent cafe', 'Stones2milestones', 'School of Inspired Leadership SOIL', 'Ncr library', 'Bahrisons library']","['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']",house,(180 sq.m.) Plot Area,1935.04428,28424.0,,,1.0,1.0,,0,0,1
Unitech Deerwood Chase,1500.0,West,5 to 10 Year Old,"['Sector 55-56 Metro Station', 'Raheja Mall', 'Basant Valley Global School', 'Park Hospital']","['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']",house,(418 sq.m.) Plot Area,4499.99784,33333.0,,,4.0,4.0,2.0,0,0,1
Unitech Aspen Greens,695.0,North-East,5 to 10 Year Old,"['Standard chartered ATM', 'Icici bank ATM', 'Park Hospital Gurgaon', 'Vishesh Dental', 'Neelkanth Health Care', 'Meher Clinic', 'Best Urologist Atcomplete Family Clinic', 'Wellness Eye Centre', 'Dr. Aruna Kalra', 'Bones Clinic - Orthopaedics', 'Sukhmani Hospital Pvt. Ltd', 'Dr. Anuj Sharma', 'Dr. Naresh Pandita', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Skin Clinic', 'Divine Look Clinic Centre', 'Samvit Health Care', 'Medanta', 'Dispencery', 'Vatsalya Clinic', 'Wembley estate club', 'Apollo Pharmacy', 'Gardian Pharmacy', 'Genius', 'India Oil', 'Hdfc bank', 'Hdfc bank', 'Icici bank', 'SRS Cinemas', 'SRS Cinemas', 'Haldiram', ""Domino's Pizza"", 'India', ""Nirula's"", 'KFC', 'Nook', 'Starbucks', 'Madison and Pike', 'Delhi Public School Primary Section', 'Kamla International', 'Gurugram University', 'Manav Rachna School', 'Amity Global School', 'Kendriya Vidyalaya No.2 Sohna Road', 'Manav Rachna Swimming Pool']","['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']",house,(201 sq.m.) Plot Area,2160.0118799999996,4490.0,,,3.0,3.0,1.0,0,0,1
Ansals Palam Vihar,570.0,North-East,10+ Year Old,"['Palam Vihar Vyapar kendra', 'Palam triangle', 'HUDA Sector 23 Market', 'Ram Mandir', 'Kalyan Hospital Gurgaon', ""DR KAPOOR'S Dental Care and Implant Centre"", 'Metro Hospital and Heart Institute Gurgaon', 'Chirag Hospital Pvt. Ltd', 'Jiya Clinic', 'Dr. Mittal Clinic', ""Dr. Anurag's Child Care Clinic"", 'R K Hospital Gurgaon', 'Yashroop Medical Centre', 'Ansals plaza underground car parking', 'Ansals Plaza above ground car parking', 'HUDA sector 23 parking', 'Axis bank', 'Punjab national bank', 'Big Cinemas', ""McDonald's"", 'Moti Mahal', 'Pind Baluchi', 'Cafe Coffee Day', 'Pizza Hut', ""Domino's Pizza"", 'Om Sweets', 'Chiranjiv Bharati School', 'Masti ki Pathshala Teach India', 'THE NORTHCAP UNIVERSITY', 'Swiss Cottage school', 'Palam vihar railway station', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station']","['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']",house,(360 sq.m.) Plot Area,3869.9809199999995,14729.0,,,5.0,5.0,2.0,0,0,1
International City by SOBHA Phase 2,1130.0,East,1 to 5 Year Old,"['Dwarka Sector 21 Metro Station', 'Pacific D21 Mall', 'Dwarka Expressway', 'Euro International School', 'The NorthCap University', 'Aryan Hospital', 'Indira Gandhi Intl Airport', 'Gurgaon Railway Station']","['Environment5 out of 5', 'Lifestyle4 out of 5', 'Connectivity3.5 out of 5', 'Safety4.5 out of 5']",house,(418 sq.m.) Plot Area,4499.99784,25111.0,,,7.0,5.0,3.0,0,0,1
International City by SOBHA Phase 2,1125.0,North-East,1 to 5 Year Old,"['Dwarka Sector 21 Metro Station', 'Pacific D21 Mall', 'Dwarka Expressway', 'Euro International School', 'The NorthCap University', 'Aryan Hospital', 'Indira Gandhi Intl Airport', 'Gurgaon Railway Station']","['Environment5 out of 5', 'Lifestyle4 out of 5', 'Connectivity3.5 out of 5', 'Safety4.5 out of 5']",house,(418 sq.m.) Plot Area,4499.99784,25000.0,,,7.0,5.0,3.0,0,0,1
Bptp Visionnaire,401.99999999999994,North-East,1 to 5 Year Old,"['Good Earth City Center 2', 'Kunskapsskolan International School', 'Peace Taekwondo Academy', 'Rama krishna public school', 'Suraj School Sector 75', 'Axis Bank ATM, Sector 57', 'Sparsh Hospital, Sohna Rd', 'Oriental Bank of Commerce Palra Rd', 'The Federal Bank Ltd Palra', 'HDFC Bank Darbaripur Rd', 'Central Bank Of IndiaSohna Rd', 'Tata Projects Limited', 'IndianOil, Hasanpur', 'HPCL Sadhuram & Sons Petromart', 'RAMA Filling Station']","['Environment5 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']",house,(511 sq.m.) Built-up Area,5500.08108,7309.0,,,4.0,4.0,3.0,0,0,1
International City by Sobha Phase 1,570.0,East,1 to 5 Year Old,"['Dwarka sector 21 metro station', 'Pacific D21 Mall', 'Dharampeth Main Road', 'Dwarka Expressway', 'The Shikshiyan School', 'The NorthCap University', ""Rion's Hospital"", 'Indira Gandhi International Airport', 'Gurgaon railway station', 'The Executive Centre', 'Luxus Haritma Resort', ""Oyster's Water Park"", 'BSF Golf Course']","['Environment5 out of 5', 'Lifestyle4 out of 5', 'Connectivity3.5 out of 5', 'Safety4.5 out of 5']",house,(502 sq.m.) Plot Area,5400.08352,10556.0,,,4.0,4.0,3.0,0,0,1
,100.0,North,5 to 10 Year Old,"['Palam triangle', 'Palam Vihar Vyapar kendra', 'HUDA Sector 23 Market', 'Ram Mandir', 'Sheetla Mata Mandir', 'Kalyan Hospital Gurgaon', ""DR KAPOOR'S Dental Care and Implant Centre"", 'Metro Hospital and Heart Institute Gurgaon', ""Dr. Anurag's Child Care Clinic"", 'Chirag Hospital Pvt. Ltd', 'Jiya Clinic', 'Dr. Mittal Clinic', 'Yashroop Medical Centre', 'R K Hospital Gurgaon', 'Jeevan Jyoti Hospital Gurgaon', 'Dr. Sindhu Clinic', 'Apollo Cradle Hospital Gurgaon', 'Sneh Hospital Gurgaon', 'Sheetla Clinic', 'Kishor Clinic', 'Children Hospital', 'Bhardwaj Hospital', 'Ansals plaza underground car parking', 'Ansals Plaza above ground car parking', 'HUDA sector 23 parking', 'Axis bank', 'Punjab national bank', 'Oriental bank of commerce', 'Catholic syrian bank', 'Karur vysay bank', 'Oriental bank of commerce', 'Big Cinemas', ""McDonald's"", 'Moti Mahal', 'Pind Baluchi', 'Cafe Coffee Day', 'Pizza Hut', ""Domino's Pizza"", 'Om Sweets', 'Cafe Coffee Day', 'THE NORTHCAP UNIVERSITY', 'Masti ki Pathshala Teach India', 'Chiranjiv Bharati School', 'Swiss Cottage school', 'Lieutenant Atul Kataria School', 'Palam vihar railway station', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4.5 out of 5', 'Safety4 out of 5']",house,(13 sq.m.) Plot Area,3750.0,74074.0,,,9.0,7.0,3.0,0,0,0
,66.0,East,1 to 5 Year Old,"['Chintapurni Mandir', 'State bank ATM', 'Pearl Dental Clinic', 'Taneja Hospital', 'Dr. Ashok Jain', 'Dr. Madan Clinic', 'Geeta Nursing Home Gurgaon', 'Chiranjiv Hospital', 'Dev Man Kathuria Clinic', 'Aryan Hospital', 'Kr Dental Hub', 'Swastik Maternity and Medical Centre', 'Satyam Hospital Gurgaon', 'Ravi Clinic and Health Care Centre', 'D.R. Rajnis Gupta Clinic', 'Esic Hospital Gurugram', 'Gurgaon Eye Centre', 'Bindal Clinic', 'Shiv Mahima Patient Care Bureau', 'Shree Krishna Hospital Gurgaon', 'M.S Hospital', 'My Care Clinic', 'Ankur Clinic and Maternity Home', 'Triveni Hospital Gurgaon', 'Shri Gobind Hospital', 'Navjeevan Hospital and Maternity Centre', 'Lal Superspeciality Hospital', 'Sparsh Hospital Gurgaon', 'Prateek Nursing Home And Polyclinic', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Sarvodya Hospital', 'Bhatnagar Maternity and Nursing Home', 'Tirath Ram Hospitals Pvt Ltd', 'Dr. Sarvejeet Singh', 'Centre For Sight Gurgaon New Railway Road', 'Dr. Ajay S. Gupta Clinic', 'Kidney Clinic', 'Mangalam Hospital and Heart Centre Gurgaon', 'Sethi Hospital Gurgaon', 'Shubham Hospital Gurgaon', 'Kharbanda Maternity and Nursing Home', 'Gupta Hospital Gurgaon', 'Dentecare - Multispeciality Dental Clinic', 'State bank of india', 'Hdfc bank', 'Kotak bank', 'Indian bank', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Dronacharya Government College']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']",house,(51 sq.m.) Plot Area,550.0404,12000.0,,,3.0,1.0,1.0,0,0,0
HUDA Ashok Vihar Phase 13.9 ★,70.0,North-East,0 to 1 Year Old,"['Chintapurni Mandir', 'Sheetla Mata Mandir', 'State bank ATM', 'Prateek Nursing Home And Polyclinic', 'Sneh Hospital Gurgaon', 'Dr. Hitesh Dawar', 'Kr Dental Hub', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Sarvodya Hospital', 'Bhardwaj Hospital', 'Dr. Mittal Clinic', 'Jiya Clinic', 'Dr. Sindhu Clinic', 'Shree Krishna Hospital Gurgaon', ""Dr. Anurag's Child Care Clinic"", 'Yashroop Medical Centre', 'Gurgaon Eye Centre', 'R K Hospital Gurgaon', 'Dr. Ashok Jain', 'Pearl Dental Clinic', 'Chirag Hospital Pvt. Ltd', 'Esic Hospital Gurugram', 'Aryan Hospital', 'Taneja Hospital', 'D.R. Rajnis Gupta Clinic', 'Sparsh Hospital Gurgaon', 'Geeta Nursing Home Gurgaon', 'Dr. Agya Ram Sharma Clinic', 'GH Gurgaon', 'Ravi Clinic and Health Care Centre', 'Bhatnagar Maternity and Nursing Home', 'Chiranjiv Hospital', 'Dr. Sarvejeet Singh', 'Dr. Madan Clinic', 'Centre For Sight Gurgaon New Railway Road', 'Bindal Clinic', 'Kidney Clinic', 'Swastik Maternity and Medical Centre', 'Dev Man Kathuria Clinic', 'Indian bank', 'Kotak bank', 'Hdfc bank', 'State bank of india', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Dronacharya Government College', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']",house,(64 sq.m.) Plot Area,684.0522,10233.0,,,3.0,2.0,1.0,0,0,0
,145.0,,10+ Year Old,"['Dlf phase 3 metro station', 'Micromax moulsari avenue metro station', 'Dlf phase 2 metro station', 'Guru dronacharya metro station', 'Indusind bank cyber city metro station', 'Vodafone belvedere towers metro station', 'Shri Shiv Shakthi Mandir', 'Icici bank ATM', 'Central bank ATM', 'Central bank atm teste 001112', 'Abn amro bank ATM', 'Citibank ATM', 'Kotak mahindra ATM', 'Citibank ATM', 'Dental Cure and Care Centre', ""Dr. Khullar's Dental Clinic"", 'Garg Dental Care', 'Shri Ram Memorial Hospital', 'R.N Clinic', 'Dental Harbour', 'Asha Multispeciality Clinic', 'Upkar Clinic', ""St Stephen's Hospital Health Care Facility"", 'Relief Physiotherapy Clinic', 'Darpan Skin & Mind Clinic', 'Cosmodentz Dental Clinic', 'RBS Dental Clinic', 'Kailash Nursing Home Gurgaon', 'Krishna Family Clinic', 'Durga Poly Clinic', 'Anahat Hospital', 'Pharmacy', 'Shri Balaji Medical Store', 'State bank of india', 'Icici bank', 'Deutsche bank', 'Standard chartered bank', 'PVR Cinames', 'The God Father', 'Machaan', 'Food Court', 'Mc Donalds', 'barrique', ""McDonald's""]","['Environment4 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']",house,(50 sq.m.) Plot Area,540.0298799999999,26852.0,,,3.0,3.0,1.0,0,0,0
Ashok Vihar Phase 3 Gurgaon,95.0,East,10+ Year Old,"['Palam Vihar Vyapar kendra', 'Palam triangle', 'Chintapurni Mandir', 'Sheetla Mata Mandir', 'Ram Mandir', 'State bank ATM', 'Jiya Clinic', 'Dr. Mittal Clinic', ""Dr. Anurag's Child Care Clinic"", 'Yashroop Medical Centre', 'Chirag Hospital Pvt. Ltd', 'Kalyan Hospital Gurgaon', 'R K Hospital Gurgaon', 'Sneh Hospital Gurgaon', 'Dr. Sindhu Clinic', 'Bhardwaj Hospital', 'Sarvodya Hospital', 'Jain Sant Phool Chand Ji Charitable Hospital', 'GH Gurgaon', 'Jeevan Jyoti Hospital Gurgaon', 'Dr. Hitesh Dawar', 'Gurgaon Eye Centre', 'Children Hospital', 'Dr. Tomar Clinic', 'Dr. Agya Ram Sharma Clinic', 'Sheetla Clinic', 'Prateek Nursing Home And Polyclinic', 'Nidhi Clinic', 'Dr. Babita Sharma', 'Kishor Clinic', 'Sparsh Hospital Gurgaon', 'Kr Dental Hub', 'Bhatnagar Maternity and Nursing Home', 'Axis bank', 'Indian bank', 'Kotak bank', 'Hdfc bank', 'Big Cinemas', ""McDonald's"", 'Pizza Hut', 'Moti Mahal', 'Pind Baluchi', 'Cafe Coffee Day', 'Lieutenant Atul Kataria School', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station']","['Environment3 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']",house,(99 sq.m.) Plot Area,1070.0492399999998,8878.0,,,4.0,3.0,2.0,0,0,0
,450.0,,1 to 5 Year Old,"['Chintapurni Mandir', 'State bank ATM', 'Esic Hospital Gurugram', 'Shree Krishna Hospital Gurgaon', 'Kr Dental Hub', 'Shri Multispeciality Hospital', 'Prateek Nursing Home And Polyclinic', 'Dr. Ashok Jain', 'Pearl Dental Clinic', 'Taneja Hospital', 'Dr. Madan Clinic', 'Ankur Clinic and Maternity Home', 'Dr. Hitesh Dawar', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Dev Man Kathuria Clinic', 'Sarvodya Hospital', 'Geeta Nursing Home Gurgaon', 'Shiv Mahima Patient Care Bureau', 'Navjeevan Hospital and Maternity Centre', 'Gurgaon Eye Centre', 'Chiranjiv Hospital', 'Aryan Hospital', 'Satyam Hospital Gurgaon', 'Sneh Hospital Gurgaon', 'Shri Gobind Hospital', 'Swastik Maternity and Medical Centre', 'Lal Superspeciality Hospital', 'D.R. Rajnis Gupta Clinic', 'Mangalam Hospital and Heart Centre Gurgaon', 'Ravi Clinic and Health Care Centre', 'Bindal Clinic', 'Dr. Sindhu Clinic', 'M.S Hospital', 'My Care Clinic', 'Sparsh Hospital Gurgaon', 'Triveni Hospital Gurgaon', 'Bhardwaj Hospital', 'Kamla Hospital Gurgaon', 'Tirath Ram Hospitals Pvt Ltd', 'Bhatnagar Maternity and Nursing Home', 'Kotak bank', 'Hdfc bank', 'Indian bank', 'State bank of india', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Basai dhankot railway station', 'Gurgaon railway station', 'Gurgaon railway station']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']",house,(293 sq.m.) Plot Area,3811.5324,14286.0,,,9.0,9.0,3.0,0,0,1
,90.0,,undefined,"['Palam Vihar Vyapar kendra', 'Palam triangle', 'Chintapurni Mandir', 'Sheetla Mata Mandir', 'State bank ATM', 'Jiya Clinic', 'Dr. Mittal Clinic', 'Chirag Hospital Pvt. Ltd', ""Dr. Anurag's Child Care Clinic"", 'R K Hospital Gurgaon', 'Sneh Hospital Gurgaon', 'Yashroop Medical Centre', 'Bhardwaj Hospital', 'Dr. Sindhu Clinic', 'Dr. Hitesh Dawar', 'Sarvodya Hospital', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Kalyan Hospital Gurgaon', 'Prateek Nursing Home And Polyclinic', 'Gurgaon Eye Centre', 'Kr Dental Hub', 'GH Gurgaon', 'Dr. Agya Ram Sharma Clinic', 'Jeevan Jyoti Hospital Gurgaon', 'Sparsh Hospital Gurgaon', 'Aryan Hospital', 'Dr. Ashok Jain', 'Shree Krishna Hospital Gurgaon', 'D.R. Rajnis Gupta Clinic', 'Children Hospital', 'Dr. Tomar Clinic', 'Bhatnagar Maternity and Nursing Home', 'Nidhi Clinic', 'Dr. Babita Sharma', 'Pearl Dental Clinic', 'Sheetla Clinic', 'Dr. Sarvejeet Singh', 'Geeta Nursing Home Gurgaon', 'Indian bank', 'Kotak bank', 'Hdfc bank', 'Pizza Hut', ""McDonald's"", 'Lieutenant Atul Kataria School', 'St. Michaels Sr. Sec. School', 'Dronacharya Government College', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station']","['Environment4.5 out of 5', 'Lifestyle4 out of 5', 'Connectivity4.5 out of 5', 'Safety4.5 out of 5']",house,(94 sq.m.) Built-up Area,1008.0486,8928.0,,,3.0,1.0,,0,0,0
,45.0,North-East,10+ Year Old,"['Rajiv Chowk Mosque', 'Hanuman Mandir', 'State bank of india ATM', 'Hdfc bank ATM', 'Smile Plus Dental Clinic', 'Rajendra Hospital', 'Thakral Nursing and Maternity Home', 'Vinayak Hospital Gurgaon', 'Parashar Hospital', 'Kathuria Hospital', 'Nangia Hospital Ent and Maternity', 'Rama Hospital & Nursing Home', 'Pasricha Hospital and Maternity Home', 'Pushpanjali Hospital Gurgaon', 'Pushpanjali Hospital', 'Shubham Hospital Gurgaon', 'Sethi Hospital Gurgaon', 'Tirath Ram Hospitals Pvt Ltd', 'Rachna Dental Clinic', 'Aarvy Hospital', 'Bansal Medicare and Maternity Centre', 'Parmar Dental Clinic & Lab', 'Lal Superspeciality Hospital', 'Mangalam Hospital and Heart Centre Gurgaon', 'Shri Gobind Hospital', 'Bhanu Dental Care', 'Sharma Hospital Gurgaon', 'Navjeevan Hospital and Maternity Centre', 'Shiv Mahima Patient Care Bureau', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Satyam Hospital Gurgaon', 'Dr. Ajay S. Gupta Clinic', 'Dayal Eye & Maternity Centre', 'Nutan Dental Hospital', 'Ankur Clinic and Maternity Home', 'Shri Ram Dental Clinic', 'Swastik Maternity and Medical Centre', 'My Care Clinic', 'Triveni Hospital Gurgaon', 'Dev Man Kathuria Clinic', 'M.S Hospital', 'Dr. Sandeep Chauhan', 'Gupta Hospital Gurgaon', 'Road and Traffic Authority', 'Gurgaon Election Commission', 'Indian Oil', 'IBP Petrol Station', 'Kendriya Vidyalaya No.2 Sohna Road', 'govt sec school', 'District library gurgaon']",,house,(52 sq.m.) Plot Area,561.98844,8007.0,,,3.0,2.0,1.0,0,0,0
,100.0,North-East,1 to 5 Year Old,"['Hanuman Mandir', 'State bank of india ATM', 'Hdfc bank ATM', 'Dr. Sandeep Chauhan', 'Ahooja Eye and Dental Institute Hospital', 'Nova Care Clinic', 'Verma E.N.T. Hospital', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Dental Health Centre', 'Sharma Hospital Gurgaon', 'Gupta Hospital Gurgaon', 'Lall Nursing and Maternity Home', 'Om Charitable Dental & Implant Centre', 'Lall Eye Care Centre', 'Dentecare - Multispeciality Dental Clinic', 'M Goel Hospital', 'Kharbanda Maternity and Nursing Home', 'Lalit Dental Care', 'Dr. Ajay S. Gupta Clinic', 'Lotus Hospital Gurgaon', 'Jackson Hospital', 'Mamta Hospital Gurgaon', 'Kidney Clinic', 'Aarvy Hospital', 'Centre For Sight Gurgaon New Railway Road', 'Dr. Sarvejeet Singh', 'Saraswati Hospital Gurgaon', 'Triveni Hospital Gurgaon', 'M.S Hospital', 'My Care Clinic', 'Bhatnagar Maternity and Nursing Home', 'Bindal Clinic', 'Dayal Eye & Maternity Centre', 'Ahmed Hospital Multi Speciality', 'Thakral Nursing and Maternity Home', 'Kalyani Hospital Gurgaon', 'Ravi Clinic and Health Care Centre', 'Dr. Agya Ram Sharma Clinic', 'Sparsh Hospital Gurgaon', 'Rama Hospital & Nursing Home', 'Nidhi Clinic', 'Indian Oil', 'IBP Petrol Station', 'Indian Oil', 'Punjab national bank', 'State bank of india sbi', 'Rang Parivartan', 'govt sec school', 'Dronacharya Government College', 'District library gurgaon']",,house,(84 sq.m.) Plot Area,899.97804,11111.0,,,4.0,3.0,3.0,0,0,0
